monotonic_s,ms_local,replay_index,f_target_hz,f_Vb,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms
7.140,174575,,,50.0000,0.9882,0.7693,0.9592,0.5410,0.6774
7.160,174595,,,50.0000,0.9886,0.7695,0.9597,0.5407,0.6778
7.180,174615,,,49.9987,0.9885,0.7695,0.9597,0.5414,0.6774
7.200,174635,,,49.9987,0.9883,0.7695,0.9596,0.5419,0.6781
7.220,174655,,,49.9987,0.9885,0.7695,0.9599,0.5409,0.6777
7.240,174675,,,49.9987,0.9882,0.7689,0.9591,0.5418,0.6775
7.260,174695,,,50.0013,0.9883,0.7692,0.9593,0.5416,0.6773
7.280,174715,,,50.0013,0.9885,0.7695,0.9596,0.5415,0.6775
7.300,174735,,,49.9975,0.9887,0.7691,0.9596,0.5421,0.6777
7.320,174755,,,49.9987,0.9886,0.7697,0.9595,0.5420,0.6778
7.340,174775,,,49.9987,0.9882,0.7693,0.9596,0.5409,0.6774
7.360,174795,,,49.9987,0.9885,0.7698,0.9602,0.5410,0.6774
7.380,174815,,,50.0000,0.9888,0.7695,0.9595,0.5415,0.6770
7.400,174835,,,49.9987,0.9888,0.7695,0.9595,0.5418,0.6770
7.420,174855,,,50.0013,0.9883,0.7699,0.9595,0.5412,0.6772
7.440,174875,,,50.0013,0.9879,0.7693,0.9598,0.5406,0.6779
7.460,174895,,,49.9963,0.9881,0.7694,0.9593,0.5418,0.6773
7.480,174915,,,49.9975,0.9879,0.7698,0.9597,0.5416,0.6775
7.500,174935,,,49.9975,0.9885,0.7695,0.9595,0.5411,0.6771
7.520,174955,,,49.9975,0.9883,0.7698,0.9591,0.5416,0.6779
7.540,174975,,,50.0013,0.9885,0.7696,0.9597,0.5411,0.6776
7.560,174995,,,50.0013,0.9882,0.7689,0.9598,0.5412,0.6776
7.580,175015,,,50.0013,0.9883,0.7693,0.9592,0.5416,0.6774
7.600,175035,,,50.0013,0.9879,0.7698,0.9597,0.5415,0.6775
7.620,175055,,,50.0013,0.9882,0.7695,0.9595,0.5417,0.6773
7.640,175075,,,49.9963,0.9884,0.7696,0.9596,0.5419,0.6771
7.660,175095,,,49.9987,0.9886,0.7692,0.9601,0.5418,0.6773
7.680,175115,,,49.9987,0.9883,0.7697,0.9593,0.5419,0.6779
7.700,175135,,,49.9987,0.9884,0.7697,0.9598,0.5411,0.6777
7.720,175155,,,50.0000,0.9883,0.7696,0.9595,0.5413,0.6773
7.740,175175,,,49.9987,0.9885,0.7695,0.9599,0.5420,0.6773
7.760,175195,,,50.0000,0.9888,0.7698,0.9599,0.5414,0.6779
7.780,175215,,,50.0000,0.9882,0.7688,0.9602,0.5413,0.6772
7.800,175235,,,49.9987,0.9883,0.7697,0.9597,0.5421,0.6774
7.820,175255,,,50.0013,0.9886,0.7694,0.9596,0.5414,0.6778
7.840,175275,,,50.0000,0.9885,0.7695,0.9594,0.5420,0.6777
7.860,175295,,,50.0000,0.9885,0.7693,0.9597,0.5417,0.6765
7.880,175315,,,49.9987,0.9886,0.7692,0.9595,0.5416,0.6775
7.900,175335,,,50.0000,0.9886,0.7695,0.9593,0.5418,0.6775
7.920,175355,,,50.0000,0.9882,0.7693,0.9598,0.5420,0.6781
7.940,175375,,,50.0000,0.9883,0.7695,0.9591,0.5419,0.6770
7.960,175395,,,50.0000,0.9885,0.7696,0.9597,0.5410,0.6778
7.980,175415,,,50.0000,0.9883,0.7696,0.9595,0.5418,0.6778
8.000,175435,,,50.0013,0.9885,0.7696,0.9597,0.5416,0.6773
8.020,175455,,,50.0025,0.9882,0.7694,0.9596,0.5417,0.6769
8.040,175475,,,50.0000,0.9885,0.7696,0.9594,0.5421,0.6772
8.060,175495,,,50.0000,0.9885,0.7698,0.9597,0.5418,0.6776
8.080,175515,,,49.9963,0.9886,0.7701,0.9593,0.5419,0.6777
8.100,175535,,,49.9963,0.9885,0.7699,0.9596,0.5422,0.6777
8.120,175555,,,49.9963,0.9888,0.7700,0.9599,0.5423,0.6774
8.140,175575,,,49.9963,0.9886,0.7703,0.9594,0.5417,0.6773
8.160,175595,,,50.0025,0.9884,0.7700,0.9597,0.5412,0.6780
8.180,175615,,,49.9975,0.9881,0.7695,0.9596,0.5427,0.6778
8.200,175635,,,49.9987,0.9881,0.7693,0.9598,0.5412,0.6774
8.220,175655,,,49.9987,0.9883,0.7700,0.9594,0.5410,0.6779
8.240,175675,,,49.9987,0.9886,0.7697,0.9596,0.5414,0.6776
8.260,175695,,,49.9975,0.9887,0.7698,0.9598,0.5413,0.6779
8.280,175715,,,49.9987,0.9880,0.7693,0.9594,0.5404,0.6769
8.300,175735,,,50.0000,0.9881,0.7702,0.9599,0.5409,0.6764
8.320,175755,,,50.0000,0.9883,0.7694,0.9599,0.5405,0.6775
8.340,175775,,,50.0013,0.9882,0.7700,0.9597,0.5410,0.6772
8.360,175795,,,50.0000,0.9882,0.7698,0.9597,0.5411,0.6784
8.380,175815,,,50.0025,0.9881,0.7698,0.9596,0.5415,0.6779
8.400,175835,,,49.9963,0.9885,0.7696,0.9598,0.5414,0.6769
8.420,175855,,,49.9950,0.9884,0.7699,0.9593,0.5417,0.6774
8.440,175875,,,49.9975,0.9880,0.7701,0.9594,0.5424,0.6777
8.460,175895,,,49.9975,0.9884,0.7697,0.9599,0.5409,0.6778
8.480,175915,,,50.0000,0.9882,0.7697,0.9599,0.5407,0.6769
8.500,175935,,,49.9987,0.9885,0.7698,0.9598,0.5412,0.6776
8.520,175955,,,50.0000,0.9883,0.7696,0.9595,0.5410,0.6776
8.540,175975,,,50.0000,0.9879,0.7695,0.9595,0.5408,0.6774
8.560,175995,,,50.0000,0.9885,0.7695,0.9593,0.5415,0.6775
8.580,176015,,,50.0000,0.9888,0.7696,0.9594,0.5422,0.6770
8.600,176035,,,50.0000,0.9883,0.7693,0.9595,0.5406,0.6774
8.620,176055,,,50.0000,0.9885,0.7699,0.9596,0.5415,0.6774
8.640,176075,,,50.0013,0.9885,0.7697,0.9593,0.5423,0.6778
8.660,176095,,,50.0000,0.9883,0.7703,0.9597,0.5418,0.6776
8.680,176115,,,50.0013,0.9881,0.7697,0.9594,0.5399,0.6777
8.700,176135,,,50.0000,0.9881,0.7698,0.9590,0.5411,0.6770
8.720,176155,,,50.0000,0.9880,0.7699,0.9593,0.5408,0.6776
8.740,176175,,,50.0000,0.9883,0.7700,0.9596,0.5414,0.6774
8.760,176195,,,50.0000,0.9883,0.7700,0.9593,0.5410,0.6771
8.780,176215,,,50.0000,0.9883,0.7696,0.9594,0.5406,0.6778
8.800,176235,,,49.9987,0.9884,0.7701,0.9594,0.5416,0.6776
8.820,176255,,,50.0000,0.9883,0.7698,0.9596,0.5412,0.6774
8.840,176275,,,49.9987,0.9887,0.7698,0.9598,0.5415,0.6776
8.860,176295,,,50.0000,0.9886,0.7699,0.9598,0.5417,0.6774
8.880,176315,,,50.0013,0.9882,0.7699,0.9595,0.5411,0.6778
8.900,176335,,,50.0013,0.9885,0.7697,0.9597,0.5416,0.6776
8.920,176355,,,50.0025,0.9880,0.7701,0.9592,0.5418,0.6774
8.940,176375,,,50.0037,0.9880,0.7696,0.9596,0.5406,0.6782
8.960,176395,,,50.0000,0.9883,0.7699,0.9593,0.5408,0.6768
8.980,176415,,,50.0000,0.9884,0.7700,0.9600,0.5420,0.6768
9.000,176435,,,50.0013,0.9883,0.7698,0.9596,0.5417,0.6767
9.020,176455,,,49.9963,0.9879,0.7703,0.9593,0.5414,0.6770
9.040,176475,,,50.0000,0.9881,0.7703,0.9601,0.5413,0.6773
9.060,176495,,,50.0000,0.9884,0.7699,0.9595,0.5417,0.6775
9.080,176515,,,50.0000,0.9887,0.7698,0.9597,0.5416,0.6766
9.100,176535,,,50.0000,0.9882,0.7698,0.9595,0.5416,0.6776
9.120,176555,,,50.0000,0.9880,0.7700,0.9598,0.5421,0.6773
9.140,176575,,,50.0013,0.9882,0.7701,0.9596,0.5413,0.6774
9.160,176595,,,50.0025,0.9884,0.7704,0.9597,0.5422,0.6768
9.180,176615,,,50.0025,0.9882,0.7700,0.9595,0.5417,0.6769
9.200,176635,,,50.0000,0.9881,0.7704,0.9594,0.5414,0.6776
9.220,176655,,,49.9975,0.9879,0.7701,0.9596,0.5418,0.6772
9.240,176675,,,49.9987,0.9883,0.7701,0.9595,0.5414,0.6775
9.260,176695,,,49.9963,0.9884,0.7697,0.9602,0.5411,0.6780
9.280,176715,,,50.0013,0.9882,0.7698,0.9598,0.5410,0.6777
9.300,176735,,,50.0013,0.9882,0.7702,0.9593,0.5420,0.6776
9.320,176755,,,49.9963,0.9884,0.7700,0.9598,0.5411,0.6777
9.340,176775,,,50.0000,0.9881,0.7701,0.9597,0.5413,0.6768
9.360,176795,,,50.0000,0.9881,0.7705,0.9593,0.5414,0.6777
9.380,176815,,,50.0025,0.9882,0.7698,0.9590,0.5419,0.6773
9.400,176835,,,50.0025,0.9883,0.7697,0.9600,0.5415,0.6775
9.420,176855,,,50.0025,0.9883,0.7700,0.9598,0.5415,0.6771
9.440,176875,,,50.0000,0.9879,0.7698,0.9596,0.5417,0.6773
9.460,176895,,,50.0000,0.9879,0.7701,0.9597,0.5412,0.6770
9.480,176915,,,49.9987,0.9885,0.7705,0.9594,0.5417,0.6778
9.500,176935,,,49.9987,0.9883,0.7699,0.9593,0.5419,0.6777
9.520,176955,,,49.9963,0.9882,0.7699,0.9595,0.5416,0.6776
9.540,176975,,,50.0025,0.9883,0.7703,0.9600,0.5407,0.6776
9.560,176995,,,50.0025,0.9880,0.7704,0.9591,0.5420,0.6780
9.580,177015,,,49.9963,0.9884,0.7703,0.9599,0.5417,0.6771
9.600,177035,,,50.0013,0.9884,0.7699,0.9596,0.5415,0.6772
9.620,177055,,,50.0025,0.9882,0.7700,0.9595,0.5417,0.6772
9.640,177075,,,50.0025,0.9883,0.7705,0.9599,0.5411,0.6774
9.660,177095,,,50.0037,0.9884,0.7697,0.9598,0.5411,0.6774
9.680,177115,,,50.0000,0.9881,0.7699,0.9595,0.5412,0.6773
9.700,177135,,,50.0000,0.9882,0.7698,0.9596,0.5403,0.6777
9.720,177155,,,50.0025,0.9882,0.7702,0.9597,0.5412,0.6766
9.740,177175,,,49.9987,0.9884,0.7699,0.9595,0.5411,0.6780
9.760,177195,,,50.0025,0.9881,0.7702,0.9601,0.5410,0.6774
9.780,177215,,,50.0025,0.9883,0.7703,0.9599,0.5417,0.6775
9.800,177235,,,50.0013,0.9884,0.7703,0.9598,0.5415,0.6781
9.820,177255,,,50.0025,0.9883,0.7702,0.9593,0.5410,0.6777
9.840,177275,,,49.9987,0.9881,0.7698,0.9595,0.5422,0.6774
9.860,177295,,,50.0000,0.9882,0.7705,0.9597,0.5414,0.6773
9.880,177315,,,50.0037,0.9882,0.7700,0.9596,0.5418,0.6773
9.900,177335,,,50.0050,0.9885,0.7705,0.9596,0.5420,0.6773
9.920,177355,,,50.0050,0.9886,0.7697,0.9594,0.5415,0.6774
9.940,177375,,,50.0025,0.9880,0.7703,0.9594,0.5417,0.6776
9.960,177395,,,49.9987,0.9887,0.7701,0.9598,0.5408,0.6773
9.980,177415,,,50.0000,0.9884,0.7704,0.9596,0.5408,0.6778
10.000,177435,,,50.0000,0.9885,0.7702,0.9597,0.5420,0.6775
10.020,177455,,,50.0000,0.9883,0.7703,0.9591,0.5419,0.6780
10.040,177475,,,50.0000,0.9881,0.7699,0.9596,0.5416,0.6780
10.060,177495,,,50.0013,0.9883,0.7705,0.9597,0.5419,0.6776
10.080,177515,,,49.9987,0.9885,0.7704,0.9594,0.5414,0.6776
10.100,177535,,,49.9987,0.9884,0.7706,0.9595,0.5414,0.6777
10.120,177555,,,49.9975,0.9883,0.7703,0.9595,0.5413,0.6781
10.140,177575,,,49.9975,0.9884,0.7703,0.9595,0.5414,0.6776
10.160,177595,,,50.0013,0.9885,0.7700,0.9599,0.5407,0.6777
10.180,177615,,,50.0013,0.9884,0.7702,0.9597,0.5417,0.6776
10.200,177635,,,50.0050,0.9888,0.7704,0.9599,0.5410,0.6772
10.220,177655,,,50.0000,0.9888,0.7708,0.9600,0.5421,0.6774
10.240,177675,,,50.0000,0.9882,0.7705,0.9597,0.5411,0.6775
10.260,177695,,,50.0000,0.9884,0.7706,0.9594,0.5422,0.6771
10.280,177715,,,50.0013,0.9884,0.7701,0.9600,0.5418,0.6775
10.300,177735,,,50.0000,0.9883,0.7701,0.9595,0.5409,0.6769
10.320,177755,,,50.0000,0.9880,0.7703,0.9595,0.5411,0.6772
10.340,177775,,,50.0037,0.9885,0.7701,0.9597,0.5413,0.6771
10.360,177795,,,50.0013,0.9884,0.7706,0.9598,0.5412,0.6781
10.380,177815,,,50.0013,0.9885,0.7703,0.9591,0.5412,0.6775
10.400,177835,,,49.9987,0.9886,0.7702,0.9593,0.5413,0.6772
10.420,177855,,,49.9975,0.9880,0.7699,0.9598,0.5411,0.6783
10.440,177875,,,49.9975,0.9885,0.7704,0.9597,0.5417,0.6773
10.460,177895,,,50.0075,0.9884,0.7703,0.9599,0.5417,0.6778
10.480,177915,,,49.9987,0.9885,0.7705,0.9594,0.5417,0.6776
10.500,177935,,,49.9938,0.9881,0.7706,0.9593,0.5415,0.6777
10.520,177955,,,50.0000,0.9884,0.7707,0.9599,0.5408,0.6776
10.540,177975,,,49.9938,0.9885,0.7707,0.9595,0.5416,0.6770
10.560,177995,,,49.9975,0.9886,0.7708,0.9596,0.5411,0.6774
10.580,178015,,,50.0013,0.9884,0.7703,0.9598,0.5422,0.6778
10.600,178035,,,49.9987,0.9887,0.7706,0.9597,0.5417,0.6769
10.620,178055,,,50.0000,0.9885,0.7705,0.9594,0.5405,0.6771
10.640,178075,,,49.9975,0.9887,0.7702,0.9600,0.5418,0.6779
10.660,178095,,,50.0000,0.9883,0.7701,0.9596,0.5416,0.6773
10.680,178115,,,50.0013,0.9888,0.7707,0.9595,0.5420,0.6780
10.700,178135,,,49.9987,0.9882,0.7708,0.9594,0.5419,0.6771
10.720,178155,,,50.0025,0.9882,0.7705,0.9593,0.5412,0.6775
10.740,178175,,,49.9987,0.9884,0.7707,0.9595,0.5420,0.6770
10.760,178195,,,49.9950,0.9883,0.7704,0.9597,0.5411,0.6776
10.780,178215,,,50.0063,0.9886,0.7705,0.9594,0.5413,0.6775
10.800,178235,,,49.9925,0.9886,0.7710,0.9591,0.5422,0.6768
10.820,178255,,,50.0000,0.9885,0.7705,0.9594,0.5416,0.6772
10.840,178275,,,50.0013,0.9886,0.7704,0.9597,0.5413,0.6778
10.860,178295,,,50.0000,0.9882,0.7707,0.9593,0.5416,0.6771
10.880,178315,,,50.0000,0.9881,0.7706,0.9592,0.5416,0.6771
10.900,178335,,,50.0000,0.9880,0.7707,0.9596,0.5420,0.6769
10.920,178355,,,50.0000,0.9884,0.7709,0.9595,0.5419,0.6771
10.940,178375,,,50.0025,0.9883,0.7704,0.9596,0.5418,0.6773
10.960,178395,,,50.0013,0.9885,0.7708,0.9594,0.5414,0.6769
10.980,178415,,,50.0025,0.9885,0.7706,0.9596,0.5418,0.6778
11.000,178435,,,50.0000,0.9884,0.7707,0.9595,0.5414,0.6770
11.020,178455,,,50.0013,0.9884,0.7711,0.9600,0.5410,0.6779
11.040,178475,,,50.0013,0.9883,0.7713,0.9597,0.5424,0.6776
11.060,178495,,,49.9963,0.9881,0.7705,0.9599,0.5408,0.6777
11.080,178515,,,50.0000,0.9884,0.7707,0.9594,0.5418,0.6778
11.100,178535,,,49.9987,0.9884,0.7708,0.9597,0.5420,0.6783
11.120,178555,,,50.0000,0.9884,0.7709,0.9599,0.5419,0.6772
11.140,178575,,,50.0000,0.9887,0.7710,0.9592,0.5410,0.6776
11.160,178595,,,50.0013,0.9883,0.7708,0.9595,0.5418,0.6777
11.180,178615,,,50.0000,0.9886,0.7707,0.9596,0.5421,0.6772
11.200,178635,,,50.0025,0.9882,0.7710,0.9596,0.5407,0.6776
11.220,178655,,,50.0025,0.9883,0.7708,0.9596,0.5420,0.6775
11.240,178675,,,49.9987,0.9884,0.7705,0.9596,0.5421,0.6777
11.260,178695,,,50.0013,0.9884,0.7708,0.9596,0.5412,0.6774
11.280,178715,,,49.9987,0.9887,0.7707,0.9595,0.5417,0.6772
11.300,178735,,,49.9975,0.9887,0.7704,0.9596,0.5417,0.6774
11.320,178755,,,49.9963,0.9888,0.7708,0.9594,0.5415,0.6776
11.340,178775,,,49.9975,0.9886,0.7712,0.9598,0.5416,0.6779
11.360,178795,,,49.9975,0.9886,0.7710,0.9597,0.5421,0.6777
11.380,178815,,,49.9975,0.9889,0.7714,0.9598,0.5416,0.6777
11.400,178835,,,49.9975,0.9887,0.7710,0.9594,0.5421,0.6775
11.420,178855,,,49.9987,0.9886,0.7710,0.9595,0.5415,0.6778
11.440,178875,,,49.9987,0.9883,0.7712,0.9595,0.5416,0.6777
11.460,178895,,,50.0013,0.9885,0.7708,0.9597,0.5418,0.6778
11.480,178915,,,50.0000,0.9886,0.7706,0.9596,0.5422,0.6767
11.500,178935,,,50.0013,0.9886,0.7711,0.9597,0.5414,0.6779
11.520,178955,,,49.9987,0.9886,0.7708,0.9597,0.5414,0.6780
11.540,178975,,,49.9987,0.9882,0.7708,0.9598,0.5418,0.6774
11.560,178995,,,50.0013,0.9884,0.7709,0.9592,0.5413,0.6771
11.580,179015,,,50.0013,0.9882,0.7710,0.9596,0.5410,0.6774
11.600,179035,,,50.0013,0.9888,0.7706,0.9596,0.5414,0.6771
11.620,179055,,,50.0013,0.9884,0.7708,0.9597,0.5420,0.6772
11.640,179075,,,50.0000,0.9881,0.7712,0.9597,0.5411,0.6780
11.660,179095,,,49.9975,0.9882,0.7709,0.9600,0.5416,0.6774
11.680,179115,,,49.9975,0.9883,0.7710,0.9588,0.5412,0.6769
11.700,179135,,,50.0000,0.9884,0.7713,0.9595,0.5418,0.6773
11.720,179155,,,50.0000,0.9883,0.7709,0.9596,0.5412,0.6771
11.740,179175,,,50.0000,0.9882,0.7708,0.9595,0.5418,0.6780
11.760,179195,,,50.0000,0.9883,0.7710,0.9590,0.5413,0.6769
11.780,179215,,,49.9987,0.9882,0.7712,0.9592,0.5425,0.6780
11.800,179235,,,49.9987,0.9886,0.7708,0.9594,0.5422,0.6777
11.820,179255,,,50.0000,0.9883,0.7709,0.9593,0.5421,0.6774
11.840,179275,,,50.0000,0.9883,0.7712,0.9596,0.5417,0.6775
11.860,179295,,,50.0000,0.9884,0.7711,0.9598,0.5411,0.6777
11.880,179315,,,50.0000,0.9886,0.7705,0.9595,0.5412,0.6778
11.900,179335,,,49.9987,0.9880,0.7709,0.9598,0.5408,0.6778
11.920,179355,,,50.0025,0.9883,0.7706,0.9595,0.5410,0.6776
11.940,179375,,,50.0025,0.9882,0.7707,0.9599,0.5408,0.6773
11.960,179395,,,49.9950,0.9884,0.7709,0.9600,0.5412,0.6773
11.980,179415,,,50.0000,0.9886,0.7710,0.9596,0.5411,0.6775
12.000,179435,,,50.0000,0.9885,0.7709,0.9599,0.5403,0.6772
12.020,179455,,,50.0013,0.9882,0.7710,0.9597,0.5419,0.6773
12.040,179475,,,50.0013,0.9884,0.7709,0.9595,0.5416,0.6769
12.060,179495,,,50.0000,0.9884,0.7708,0.9597,0.5408,0.6771
12.080,179515,,,49.9975,0.9883,0.7709,0.9602,0.5416,0.6770
12.100,179535,,,49.9963,0.9881,0.7706,0.9596,0.5417,0.6772
12.120,179555,,,49.9987,0.9883,0.7713,0.9595,0.5420,0.6775
12.140,179575,,,49.9975,0.9884,0.7706,0.9596,0.5410,0.6775
12.160,179595,,,50.0013,0.9885,0.7711,0.9595,0.5407,0.6776
12.180,179615,,,50.0013,0.9883,0.7710,0.9596,0.5411,0.6772
12.200,179635,,,50.0013,0.9884,0.7709,0.9595,0.5420,0.6770
12.220,179655,,,50.0013,0.9882,0.7713,0.9594,0.5421,0.6772
12.240,179675,,,49.9975,0.9883,0.7709,0.9596,0.5417,0.6777
12.260,179695,,,49.9975,0.9884,0.7708,0.9597,0.5413,0.6775
12.280,179715,,,49.9987,0.9883,0.7714,0.9595,0.5415,0.6772
12.300,179735,,,49.9987,0.9885,0.7709,0.9595,0.5409,0.6777
12.320,179755,,,50.0013,0.9885,0.7711,0.9594,0.5421,0.6769
12.340,179775,,,50.0000,0.9881,0.7704,0.9596,0.5412,0.6776
12.360,179795,,,50.0000,0.9884,0.7711,0.9596,0.5407,0.6773
12.380,179815,,,50.0025,0.9883,0.7710,0.9600,0.5415,0.6774
12.400,179835,,,49.9987,0.9882,0.7712,0.9595,0.5413,0.6769
12.420,179855,,,50.0000,0.9885,0.7709,0.9597,0.5414,0.6778
12.440,179875,,,49.9975,0.9880,0.7712,0.9601,0.5420,0.6770
12.460,179895,,,49.9975,0.9884,0.7716,0.9600,0.5414,0.6770
12.480,179915,,,49.9975,0.9887,0.7714,0.9595,0.5403,0.6779
12.500,179935,,,49.9975,0.9883,0.7712,0.9599,0.5407,0.6779
12.520,179955,,,49.9975,0.9884,0.7708,0.9594,0.5412,0.6775
12.540,179975,,,49.9975,0.9883,0.7712,0.9596,0.5419,0.6771
12.560,179995,,,49.9975,0.9885,0.7713,0.9594,0.5423,0.6774
12.580,180015,,,49.9963,0.9883,0.7713,0.9597,0.5420,0.6774
12.600,180035,,,50.0000,0.9882,0.7709,0.9595,0.5414,0.6780
12.620,180055,,,50.0025,0.9880,0.7714,0.9593,0.5412,0.6775
12.640,180075,,,50.0013,0.9883,0.7712,0.9593,0.5420,0.6782
12.660,180095,,,50.0037,0.9884,0.7711,0.9595,0.5414,0.6775
12.680,180115,,,50.0013,0.9882,0.7710,0.9599,0.5417,0.6774
12.700,180135,,,50.0025,0.9883,0.7712,0.9594,0.5420,0.6781
12.720,180155,,,49.9963,0.9888,0.7714,0.9595,0.5418,0.6777
12.740,180175,,,49.9963,0.9887,0.7712,0.9597,0.5408,0.6780
12.760,180195,,,49.9975,0.9884,0.7710,0.9599,0.5408,0.6780
12.780,180215,,,50.0037,0.9886,0.7709,0.9593,0.5413,0.6775
12.800,180235,,,50.0037,0.9882,0.7711,0.9597,0.5418,0.6770
12.820,180255,,,50.0025,0.9887,0.7714,0.9596,0.5409,0.6780
12.840,180275,,,50.0025,0.9884,0.7712,0.9596,0.5415,0.6775
12.860,180295,,,50.0000,0.9885,0.7713,0.9596,0.5413,0.6778
12.880,180315,,,50.0000,0.9888,0.7714,0.9599,0.5413,0.6770
12.900,180335,,,50.0000,0.9885,0.7715,0.9596,0.5419,0.6767
12.920,180355,,,49.9975,0.9886,0.7711,0.9600,0.5402,0.6780
12.940,180375,,,50.0000,0.9885,0.7711,0.9597,0.5419,0.6776
12.960,180395,,,50.0000,0.9882,0.7714,0.9595,0.5418,0.6773
12.980,180415,,,50.0013,0.9887,0.7705,0.9596,0.5412,0.6771
13.000,180435,,,49.9987,0.9882,0.7711,0.9593,0.5416,0.6770
13.020,180455,,,49.9987,0.9879,0.7713,0.9597,0.5417,0.6776
13.040,180475,,,50.0000,0.9884,0.7713,0.9593,0.5413,0.6776
13.060,180495,,,49.9975,0.9885,0.7711,0.9598,0.5406,0.6773
13.080,180515,,,49.9975,0.9883,0.7712,0.9597,0.5414,0.6772
13.100,180535,,,49.9987,0.9886,0.7712,0.9598,0.5426,0.6770
13.120,180555,,,49.9987,0.9880,0.7713,0.9597,0.5408,0.6775
13.140,180575,,,50.0013,0.9881,0.7709,0.9595,0.5414,0.6774
13.160,180595,,,50.0013,0.9884,0.7716,0.9600,0.5422,0.6772
13.180,180615,,,50.0013,0.9886,0.7713,0.9601,0.5410,0.6777
13.200,180635,,,50.0013,0.9883,0.7713,0.9593,0.5412,0.6776
13.220,180655,,,49.9975,0.9881,0.7712,0.9595,0.5414,0.6771
13.240,180675,,,49.9987,0.9885,0.7712,0.9589,0.5412,0.6779
13.260,180695,,,49.9987,0.9879,0.7709,0.9597,0.5409,0.6772
13.280,180715,,,49.9963,0.9882,0.7708,0.9599,0.5409,0.6780
13.300,180735,,,49.9975,0.9883,0.7709,0.9593,0.5415,0.6772
13.320,180755,,,49.9975,0.9882,0.7711,0.9595,0.5421,0.6777
13.340,180775,,,49.9975,0.9886,0.7709,0.9601,0.5412,0.6775
13.360,180795,,,49.9987,0.9882,0.7714,0.9596,0.5406,0.6776
13.380,180815,,,49.9987,0.9886,0.7711,0.9596,0.5413,0.6779
13.400,180835,,,49.9987,0.9881,0.7712,0.9592,0.5416,0.6777
13.420,180855,,,50.0000,0.9877,0.7710,0.9594,0.5412,0.6777
13.440,180875,,,50.0000,0.9884,0.7715,0.9593,0.5415,0.6770
13.460,180895,,,50.0025,0.9885,0.7713,0.9596,0.5423,0.6771
13.480,180915,,,50.0000,0.9886,0.7711,0.9598,0.5418,0.6769
13.500,180935,,,49.9987,0.9883,0.7715,0.9597,0.5418,0.6773
13.520,180955,,,49.9987,0.9881,0.7711,0.9592,0.5403,0.6770
13.540,180975,,,49.9987,0.9883,0.7713,0.9594,0.5418,0.6773
13.560,180995,,,50.0000,0.9882,0.7715,0.9592,0.5414,0.6770
13.580,181015,,,50.0000,0.9884,0.7715,0.9594,0.5416,0.6773
13.600,181035,,,50.0013,0.9884,0.7706,0.9594,0.5413,0.6772
13.620,181055,,,50.0000,0.9886,0.7712,0.9595,0.5414,0.6782
13.640,181075,,,50.0000,0.9884,0.7713,0.9596,0.5415,0.6777
13.660,181095,,,50.0000,0.9883,0.7708,0.9597,0.5409,0.6772
13.680,181115,,,50.0000,0.9881,0.7715,0.9592,0.5419,0.6773
13.700,181135,,,50.0000,0.9883,0.7718,0.9597,0.5427,0.6775
13.720,181155,,,50.0013,0.9889,0.7710,0.9595,0.5414,0.6778
13.740,181175,,,49.9987,0.9882,0.7712,0.9597,0.5422,0.6770
13.760,181195,,,50.0025,0.9885,0.7712,0.9597,0.5419,0.6778
13.780,181215,,,50.0000,0.9884,0.7716,0.9598,0.5411,0.6770
13.800,181235,,,50.0000,0.9883,0.7711,0.9595,0.5411,0.6779
13.820,181255,,,50.0000,0.9882,0.7714,0.9594,0.5417,0.6779
13.840,181275,,,50.0000,0.9885,0.7710,0.9597,0.5418,0.6778
13.860,181295,,,49.9963,0.9882,0.7708,0.9596,0.5410,0.6766
13.880,181315,,,49.9963,0.9882,0.7711,0.9593,0.5415,0.6772
13.900,181335,,,49.9975,0.9881,0.7708,0.9599,0.5412,0.6777
13.920,181355,,,49.9975,0.9882,0.7708,0.9597,0.5410,0.6767
13.940,181375,,,49.9963,0.9883,0.7705,0.9599,0.5414,0.6774
13.960,181395,,,49.9938,0.9884,0.7702,0.9600,0.5419,0.6773
13.980,181415,,,49.9925,0.9885,0.7699,0.9597,0.5414,0.6772
14.000,181435,,,49.9900,0.9886,0.7702,0.9598,0.5423,0.6771
14.020,181455,,,49.9938,0.9887,0.7700,0.9596,0.5413,0.6777
14.040,181475,,,49.9888,0.9880,0.7686,0.9595,0.5420,0.6772
14.060,181495,,,49.9950,0.9885,0.7703,0.9596,0.5419,0.6773
14.080,181515,,,49.9950,0.9882,0.7705,0.9596,0.5415,0.6769
14.100,181535,,,49.9925,0.9883,0.7696,0.9595,0.5414,0.6774
14.120,181555,,,49.9987,0.9883,0.7701,0.9596,0.5412,0.6778
14.140,181575,,,49.9975,0.9885,0.7695,0.9598,0.5406,0.6767
14.160,181595,,,49.9938,0.9881,0.7692,0.9595,0.5413,0.6771
14.180,181615,,,49.9950,0.9883,0.7695,0.9595,0.5417,0.6773
14.200,181635,,,49.9925,0.9885,0.7691,0.9591,0.5409,0.6773
14.220,181655,,,49.9925,0.9883,0.7697,0.9595,0.5419,0.6774
14.240,181675,,,49.9963,0.9883,0.7691,0.9598,0.5419,0.6778
14.260,181695,,,49.9987,0.9882,0.7697,0.9595,0.5414,0.6778
