iso_time,monotonic_s,frame_count,replay_index,f_target_hz,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms,f_Va,f_Vb,f_Vc,THD_Va,THD_Vb,THD_Vc,Ph_VbIb,Ph_VcIc,Pb,Qb,Sb,PFb,Pc,Qc,Sc,PFc,FREQ_alarm,UV_alarm,THD_alarm,dnp3_bytes
2026-07-14T16:45:07.636+00:00,75.548,1047,75,49.1360,0.9896,0.7941,0.8671,0.55730,0.59960,49.9975,48.6819,49.9938,21.025,1.794,23.050,39.078,39.204,0.32430,0.26340,0.41780,0.7763,0.31570,0.25750,0.40730,0.7749,1,0,1,147
2026-07-14T16:45:08.578+00:00,76.490,1048,76,49.1130,0.9464,0.7929,0.8509,0.56050,0.58390,50.0000,49.3267,49.9975,12.250,1.655,22.047,38.736,38.808,0.33410,0.26800,0.42830,0.7800,0.25340,0.20380,0.32510,0.7793,1,0,1,147
2026-07-14T16:45:09.518+00:00,77.430,1049,77,49.1330,0.8499,0.7442,0.7309,0.53800,0.51300,49.9900,48.7591,49.9963,7.608,1.610,13.600,38.826,38.736,0.31370,0.25240,0.40260,0.7791,0.27600,0.22140,0.35380,0.7800,1,0,1,147
2026-07-14T16:45:10.478+00:00,78.390,1050,78,49.1500,0.8170,0.7813,0.6737,0.54830,0.45150,49.9925,48.7104,50.0037,8.388,1.722,8.029,39.060,38.736,0.34510,0.28010,0.44440,0.7765,0.34840,0.27950,0.44660,0.7800,1,0,1,147
2026-07-14T16:45:11.437+00:00,79.349,1051,79,49.1600,0.8694,0.7796,0.7077,0.56220,0.46110,49.9925,48.6950,49.9925,13.986,1.797,7.626,48.510,38.880,0.28670,0.32420,0.43280,0.6625,0.40640,0.32770,0.52210,0.7785,1,0,1,147
2026-07-14T16:45:12.395+00:00,80.307,1052,80,49.1680,0.9519,0.7628,0.7961,0.53720,0.52360,49.9925,48.9333,49.9888,22.029,1.799,12.435,38.916,39.078,0.32080,0.25900,0.41230,0.7781,0.39720,0.32250,0.51160,0.7763,1,0,1,147
2026-07-14T16:45:13.337+00:00,81.249,1053,81,49.1730,0.9925,0.7821,0.8570,0.54680,0.58890,49.9925,48.6997,49.9900,20.754,1.793,21.609,38.736,39.654,0.32880,0.26380,0.42150,0.7800,0.32270,0.26750,0.41920,0.7699,1,0,1,147
2026-07-14T16:45:14.278+00:00,82.190,1054,82,49.1820,0.9440,0.7927,0.8433,0.56400,0.58130,49.9963,48.9309,50.0025,10.674,1.795,20.699,39.060,29.250,0.32050,0.26010,0.41270,0.7765,0.28800,0.16130,0.33000,0.8725,1,0,1,147
2026-07-14T16:45:15.238+00:00,83.150,1055,83,49.2280,0.8129,0.7508,0.6774,0.53420,0.46920,49.9900,48.6855,49.9900,8.490,1.422,9.032,38.826,48.420,0.34200,0.27520,0.43890,0.7791,0.29380,0.33110,0.44260,0.6637,1,0,1,147
2026-07-14T16:45:16.196+00:00,84.108,1056,84,49.2230,0.8619,0.7845,0.7122,0.55820,0.46800,49.9850,48.8568,49.9975,18.286,1.807,9.913,38.736,48.456,0.32240,0.25860,0.41330,0.7800,0.34800,0.39270,0.52470,0.6632,1,0,1,147
2026-07-14T16:45:17.137+00:00,85.049,1057,85,49.2310,0.9920,0.7401,0.8533,0.54030,0.57600,50.0000,48.7282,49.9875,20.932,1.830,21.016,39.060,39.294,0.32410,0.26300,0.41740,0.7765,0.32270,0.26410,0.41700,0.7739,1,0,1,147
